frame,type,confidence,tracking_id,x1,y1,x2,y2,license_plate_text,lp_x1,lp_y1,lp_x2,lp_y2,lp_confidence
0,bus,0.68,100,1402,52,1918,476,-1,1402,52,1918,476,-1
0,car,0.94,1,1321,312,1398,371,-1,1321,312,1398,371,-1
1,bus,0.85,2,1 402,56,1918,471,-1,1402,56,1918,471,-1
1,car,0.94,1,1321,312,1397,371,-1,1321,312,1397,371,-1
2,bus,0.82,2,1395,63,1918,467,-1,1395,63,1918,467,-1
2,car,0.94,1,1320,312,1395,371,-1,1320,312,1395,371,-1
3,bus,0.82,2,1389,67,1918,466,-1,1389,67,1918,466,-1
3,car,0.9,1,1318,312,1395,371,-1,1318,312,1395,371,-1
4,bus,0.84,2,1390,72,1918,464,-1,1390,72,1918,464,-1
4,car,0.93,1,1316,312,1394,371,-1,1316,312,1394,371,-1
5,bus,0.82,2,1392,76,1918,462,-1,1392,76,1918,462,-1
5,car,0.94,1,1316,312,1392,370,-1,1316,312,1392,370,-1
6,bus,0.81,2,1391,79,1918,461,-1,1391,79,1918,461,-1
6,car,0.94,1,1316,312,1390,370,-1,1316,312,1390,370,-1
7,bus,0.8,2,1388,84,1918,458,-1,1388,84,1918,458,-1
7,car,0.94,1,1314,312,1389,369,-1,1314,312,1389,369,-1
8,bus,0.79,2,1386,88,1918,457,-1,1386,88,1918,457,-1
8,car,0.94,1,1313,312,1387,368,-1,1313,312,1387,368,-1
9,bus,0.79,2,1383,92,1918,457,-1,1383,92,1918,457,-1
9,car,0.95,1,1311,312,1386,368,-1,1311,312,1386,368,-1
10,bus,0.81,2,1382,96,1918,456,-1,1382,96,1918,456,-1
10,car,0.94,1,1310,312,1385,367,-1,1310,312,1385,367,-1
11,bus,0.81,2,1382,97,1918,455,-1,1382,97,1918,455,-1
11,car,0.93,1,1309,312,1384,368,-1,1309,312,1384,368,-1
12,bus,0.79,2,1382,101,1915,453,-1,1382,101,1915,453,-1
12,car,0.94,1,1309,312,1382,368,-1,1309,312,1382,368,-1
13,bus,0.79,2,1381,104,1903,451,-1,1381,104,1903,451,-1
13,car,0.93,1,1309,312,1380,368,-1,1309,312,1380,368,-1
14,bus,0.8,2,1380,107,1889,451,-1,1380,107,1889,451,-1
14,car,0.92,1,1309,312,1378,368,-1,1309,312,1378,368,-1
15,bus,0.78,2,1378,111,1872,450,-1,1378,111,1872,450,-1
15,car,0.93,1,1308,312,1375,367,-1,1308,312,1375,367,-1
16,bus,0.78,2,1376,114,1866,449,-1,1376,114,1866,449,-1
16,car,0.92,1,1308,313,1374,367,-1,1308,313,1374,367,-1
17,bus,0.79,2,1376,117,1858,450,-1,1376,117,1858,450,-1
17,car,0.91,1,1308,313,1373,366,-1,1308,313,1373,366,-1
18,bus,0.78,2,1375,121,1840,448,-1,1375,121,1840,448,-1
18,car,0.92,1,1308,313,1372,367,-1,1308,313,1372,367,-1
19,bus,0.77,2,1374,125,1826,446,-1,1374,125,1826,446,-1
19,car,0.93,1,1308,314,1370,367,-1,1308,314,1370,367,-1
20,bus,0.79,2,1372,127,1816,444,-1,1372,127,1816,444,-1
20,car,0.92,1,1308,313,1369,368,-1,1308,313,1369,368,-1
21,bus,0.76,2,1371,132,1809,442,-1,1371,132,1809,442,-1
21,car,0.92,1,1308,313,1368,368,-1,1308,313,1368,368,-1
22,bus,0.74,2,1369,135,1808,442,-1,1369,135,1808,442,-1
22,car,0.92,1,1308,313,1366,367,-1,1308,313,1366,367,-1
23,bus,0.75,2,1369,140,1804,441,-1,1369,140,1804,441,-1
23,car,0.91,1,1308,313,1366,366,-1,1308,313,1366,366,-1
24,bus,0.72,2,1368,142,1787,441,-1,1368,142,1787,441,-1
24,car,0.89,1,1308,312,1366,366,-1,1308,312,1366,366,-1
25,bus,0.71,2,1367,143,1771,441,-1,1367,143,1771,441,-1
25,car,0.91,1,1308,312,1365,366,-1,1308,312,1365,366,-1
26,bus,0.71,2,1366,145,1760,440,-1,1366,145,1760,440,-1
26,car,0.9,1,1308,311,1365,365,-1,1308,311,1365,365,-1
27,bus,0.69,2,1364,148,1745,437,-1,1364,148,1745,437,-1
27,car,0.9,1,1308,310,1364,366,-1,1308,310,1364,366,-1
28,bus,0.68,2,1363,150,1736,436,-1,1363,150,1736,436,-1
28,car,0.91,1,1307,309,1364,365,-1,1307,309,1364,365,-1
29,bus,0.65,2,1363,152,1731,437,-1,1363,152,1731,437,-1
29,car,0.9,1,1307,308,1362,365,-1,1307,308,1362,365,-1
30,bus,0.63,2,1361,153,1727,433,-1,1361,153,1727,433,-1
30,car,0.91,1,1306,307,1359,364,-1,1306,307,1359,364,-1
31,bus,0.62,2,1360,155,1726,430,-1,1360,155,1726,430,-1
31,car,0.9,1,1305,308,1357,363,-1,1305,308,1357,363,-1
32,bus,0.64,2,1360,158,1712,426,-1,1360,158,1712,426,-1
32,car,0.92,1,1304,308,1356,363,-1,1304,308,1356,363,-1
33,bus,0.65,2,1358,160,1701,426,-1,1358,160,1701,426,-1
33,car,0.93,1,1303,308,1355,363,-1,1303,308,1355,363,-1
34,bus,0.63,2,1355,161,1694,429,-1,1355,161,1694,429,-1
34,car,0.93,1,1302,308,1354,363,-1,1302,308,1354,363,-1
35,bus,0.62,2,1355,163,1691,429,-1,1355,163,1691,429,-1
35,car,0.92,1,1302,309,1352,362,-1,1302,309,1352,362,-1
36,bus,0.6,2,1355,166,1681,427,-1,1355,166,1681,427,-1
36,car,0.93,1,1302,310,1351,362,-1,1302,310,1351,362,-1
37,bus,0.61,2,1354,166,1674,425,-1,1354,166,1674,425,-1
37,car,0.92,1,1302,311,1350,362,-1,1302,311,1350,362,-1
38,bus,0.55,2,1352,168,1668,424,-1,1352,168,1668,424,-1
38,car,0.91,1,1302,313,1348,362,-1,1302,313,1348,362,-1
39,bus,0.49,2,1351,167,1661,422,-1,1351,167,1661,422,-1
39,car,0.91,1,1302,314,1347,361,-1,1302,314,1347,361,-1
40,bus,0.48,2,1349,169,1655,421,-1,1349,169,1655,421,-1
40,car,0.91,1,1302,314,1347,362,-1,1302,314,1347,362,-1
41,bus,0.45,2,1349,172,1649,417,-1,1349,172,1649,417,-1
41,car,0.93,1,1303,315,1345,360,-1,1303,315,1345,360,-1
42,bus,0.52,2,1346,175,1644,416,-1,1346,175,1644,416,-1
42,car,0.94,1,1302,316,1344,360,-1,1302,316,1344,360,-1
43,bus,0.47,2,1344,176,1637,415,-1,1344,176,1637,415,-1
43,car,0.93,1,1302,316,1342,361,-1,1302,316,1342,361,-1
44,bus,0.54,2,1343,178,1635,414,-1,1343,178,1635,414,-1
44,car,0.93,1,1300,316,1341,361,-1,1300,316,1341,361,-1
45,bus,0.42,2,1342,179,1630,412,-1,1342,179,1630,412,-1
45,car,0.92,1,1300,315,1340,361,-1,1300,315,1340,361,-1
46,bus,0.38,2,1341,181,1626,412,-1,1341,181,1626,412,-1
46,car,0.93,1,1300,313,1340,359,-1,1300,313,1340,359,-1
47,bus,0.38,2,1341,182,1623,413,-1,1341,182,1623,413,-1
47,car,0.92,1,1300,313,1339,358,-1,1300,313,1339,358,-1
48,bus,0.32,2,1340,184,1615,413,-1,1340,184,1615,413,-1
48,car,0.93,1,1298,314,1338,357,-1,1298,314,1338,357,-1
49,bus,0.29,2,1340,185,1612,412,-1,1340,185,1612,412,-1
49,car,0.92,1,1297,315,1338,357,-1,1297,315,1338,357,-1
50,bus,0.28,2,1340,188,1603,411,-1,1340,188,1603,411,-1
50,car,0.93,1,1296,316,1338,359,-1,1296,316,1338,359,-1
51,bus,0.3,2,1337,188,1598,411,-1,1337,188,1598,411,-1
51,car,0.94,1,1295,318,1337,359,-1,1295,318,1337,359,-1
52,bus,0.29,2,1336,189,1595,411,-1,1336,189,1595,411,-1
52,car,0.93,1,1294,319,1337,361,-1,1294,319,1337,361,-1
53,bus,0.28,2,1335,190,1591,411,-1,1335,190,1591,411,-1
53,car,0.93,1,1293,318,1337,362,-1,1293,318,1337,362,-1
54,bus,0.23,2,1334,191,1591,409,-1,1334,191,1591,409,-1
54,car,0.92,1,1293,314,1336,363,-1,1293,314,1336,363,-1
55,bus,0.2,2,1334,191,1584,409,-1,1334,191,1584,409,-1
55,car,0.91,1,1293,313,1336,361,-1,1293,313,1336,361,-1
56,bus,0.2,2,1334,192,1579,408,-1,1334,192,1579,408,-1
56,car,0.91,1,1293,312,1336,359,-1,1293,312,1336,359,-1
57,bus,0.17,2,1334,192,1575,407,-1,1334,192,1575,407,-1
57,car,0.91,1,1292,312,1333,356,-1,1292,312,1333,356,-1
58,bus,0.18,2,1333,193,1570,406,-1,1333,193,1570,406,-1
58,car,0.92,1,1292,313,1331,355,-1,1292,313,1331,355,-1
59,bus,0.2,2,1332,195,1567,404,-1,1332,195,1567,404,-1
59,car,0.91,1,1290,314,1330,356,-1,1290,314,1330,356,-1
60,bus,0.23,2,1333,195,1563,404,-1,1333,195,1563,404,-1
60,car,0.9,1,1290,315,1329,356,-1,1290,315,1329,356,-1
61,bus,0.24,2,1333,196,1561,404,-1,1333,196,1561,404,-1
61,car,0.91,1,1289,318,1328,357,-1,1289,318,1328,357,-1
62,bus,0.3,2,1333,198,1555,405,-1,1333,198,1555,405,-1
62,car,0.91,1,1289,321,1329,358,-1,1289,321,1329,358,-1
63,bus,0.39,2,1330,198,1551,405,-1,1330,198,1551,405,-1
63,car,0.89,1,1289,321,1328,358,-1,1289,321,1328,358,-1
64,bus,0.41,2,1328,198,1548,403,-1,1328,198,1548,403,-1
64,car,0.87,1,1288,319,1327,358,-1,1288,319,1327,358,-1
65,bus,0.44,2,1327,199,1543,401,-1,1327,199,1543,401,-1
65,car,0.85,1,1288,319,1326,359,-1,1288,319,1326,359,-1
66,bus,0.44,2,1326,200,1539,400,-1,1326,200,1539,400,-1
66,car,0.81,1,1287,319,1326,360,-1,1287,319,1326,360,-1
67,bus,0.48,2,1325,201,1536,397,-1,1325,201,1536,397,-1
67,car,0.77,1,1287,319,1325,359,-1,1287,319,1325,359,-1
68,bus,0.46,2,1324,202,1533,396,-1,1324,202,1533,396,-1
68,car,0.77,1,1287,320,1325,359,-1,1287,320,1325,359,-1
69,bus,0.47,2,1323,204,1530,395,-1,1323,204,1530,395,-1
69,car,0.75,1,1286,320,1326,360,-1,1286,320,1326,360,-1
70,bus,0.51,2,1324,205,1527,397,-1,1324,205,1527,397,-1
70,car,0.76,1,1286,319,1326,358,-1,1286,319,1326,358,-1
71,bus,0.45,2,1322,205,1524,396,-1,1322,205,1524,396,-1
71,car,0.76,1,1286,319,1324,358,-1,1286,319,1324,358,-1
72,bus,0.52,2,1320,208,1523,394,-1,1320,208,1523,394,-1
72,car,0.77,1,1286,319,1323,358,-1,1286,319,1323,358,-1
73,bus,0.61,2,1321,209,1520,393,-1,1321,209,1520,393,-1
73,car,0.79,1,1286,320,1323,357,-1,1286,320,1323,357,-1
74,bus,0.6,2,1320,210,1516,392,-1,1320,210,1516,392,-1
74,car,0.78,1,1285,321,1322,356,-1,1285,321,1322,356,-1
75,bus,0.59,2,1319,210,1513,392,-1,1319,210,1513,392,-1
75,car,0.79,1,1285,321,1321,355,-1,1285,321,1321,355,-1
76,bus,0.53,2,1319,211,1510,391,-1,1319,211,1510,391,-1
76,car,0.75,1,1285,317,1320,356,-1,1285,317,1320,356,-1
77,bus,0.51,2,1318,212,1507,391,-1,1318,212,1507,391,-1
77,car,0.69,1,1285,316,1318,356,-1,1285,316,1318,356,-1
78,bus,0.55,2,1318,212,1505,390,-1,1318,212,1505,390,-1
78,car,0.69,1,1285,313,1318,356,-1,1285,313,1318,356,-1
79,bus,0.51,2,1317,213,1503,390,-1,1317,213,1503,390,-1
79,car,0.62,1,1284,311,1318,355,-1,1284,311,1318,355,-1
80,bus,0.44,2,1316,214,1500,390,-1,1316,214,1500,390,-1
80,car,0.77,1,1284,311,1318,356,-1,1284,311,1318,356,-1
81,bus,0.4,2,1316,215,1499,389,-1,1316,215,1499,389,-1
81,car,0.8,1,1284,312,1317,356,-1,1284,312,1317,356,-1
82,bus,0.38,2,1316,215,1497,390,-1,1316,215,1497,390,-1
82,car,0.78,1,1284,313,1316,356,-1,1284,313,1316,356,-1
83,bus,0.37,2,1314,215,1495,389,-1,1314,215,1495,389,-1
83,car,0.78,1,1283,313,1315,355,-1,1283,313,1315,355,-1
84,bus,0.39,2,1314,215,1491,388,-1,1314,215,1491,388,-1
84,car,0.74,1,1284,310,1315,354,-1,1284,310,1315,354,-1
85,bus,0.31,2,1314,216,1489,388,-1,1314,216,1489,388,-1
85,car,0.71,1,1284,308,1315,354,-1,1284,308,1315,354,-1
86,bus,0.34,2,1316,216,1486,387,-1,1316,216,1486,387,-1
86,car,0.67,1,1284,308,1314,354,-1,1284,308,1314,354,-1
87,bus,0.25,2,1316,216,1485,386,-1,1316,216,1485,386,-1
87,car,0.51,1,1283,308,1314,353,-1,1283,308,1314,353,-1
88,bus,0.24,2,1315,216,1482,387,-1,1315,216,1482,387,-1
88,car,0.58,1,1284,308,1314,352,-1,1284,308,1314,352,-1
89,bus,0.32,2,1314,217,1480,385,-1,1314,217,1480,385,-1
89,car,0.62,1,1283,306,1314,351,-1,1283,306,1314,351,-1
90,car,0.35,2,1282,307,1313,352,-1,1282,307,1313,352,-1
91,car,0.31,2,1280,310,1313,354,-1,1280,310,1313,354,-1
92,car,0.3,2,1280,311,1312,354,-1,1280,311,1312,354,-1
92,bus,0.28,2,1314,219,1474,382,-1,1314,219,1474,382,-1
93,car,0.69,1,1280,311,1312,353,-1,1280,311,1312,353,-1
93,bus,0.24,2,1312,220,1472,382,-1,1312,220,1472,382,-1
94,car,0.52,1,1278,308,1312,352,-1,1278,308,1312,352,-1
94,bus,0.3,2,1311,222,1470,381,-1,1311,222,1470,381,-1
95,car,0.34,1,1277,306,1312,352,-1,1277,306,1312,352,-1
95,bus,0.26,2,1312,223,1467,381,-1,1312,223,1467,381,-1
95,person,0.53,1,0,236,52,490,-1,0,236,52,490,-1
96,car,0.76,3,1277,302,1311,351,-1,1277,302,1311,351,-1
96,bus,0.11,2,1311,223,1464,381,-1,1311,223,1464,381,-1
96,person,0.71,1,0,234,58,488,-1,0,234,58,488,-1
96,car,0.8,3,1449,319,1514,381,-1,1449,319,1514,381,-1
97,car,0.73,4,1276,300,1311,350,-1,1276,300,1311,350,-1
97,bus,0.13,2,1310,224,1463,380,-1,1310,224,1463,380,-1
97,person,0.76,1,0,232,66,490,-1,0,232,66,490,-1
97,car,0.84,3,1449,320,1514,381,-1,1449,320,1514,381,-1
98,car,0.72,4,1276,300,1311,348,-1,1276,300,1311,348,-1
98,bus,0.12,2,1310,225,1462,380,-1,1310,225,1462,380,-1
98,person,0.73,1,0,234,71,490,-1,0,234,71,490,-1
98,car,0.83,3,1446,320,1514,380,-1,1446,320,1514,380,-1
99,car,0.73,4,1277,299,1311,347,-1,1277,299,1311,347,-1
99,bus,0.13,2,1309,226,1460,380,-1,1309,226,1460,380,-1
99,person,0.79,1,0,236,76,491,-1,0,236,76,491,-1
99,car,0.83,3,1443,320,1514,380,-1,1443,320,1514,380,-1
100,bus,0.72,4,1308,226,1459,378,-1,1308,226,1459,378,-1
100,person,0.81,1,0,235,77,493,-1,0,235,77,493,-1
100,car,0.84,3,1438,320,1516,381,-1,1438,320,1516,381,-1
101,bus,0.68,4,1308,227,1458,379,-1,1308,227,1458,379,-1
101,person,0.71,1,0,234,78,496,-1,0,234,78,496,-1
101,car,0.87,3,1436,320,1516,381,-1,1436,320,1516,381,-1
102,bus,0.7,4,1308,228,1457,378,-1,1308,228,1457,378,-1
102,person,0.79,1,0,232,82,494,-1,0,232,82,494,-1
102,car,0.86,3,1434,320,1517,382,-1,1434,320,1517,382,-1
103,bus,0.7,4,1309,229,1456,379,-1,1309,229,1456,379,-1
103,person,0.77,1,0,231,89,494,-1,0,231,89,494,-1
103,car,0.89,3,1435,320,1518,382,-1,1435,320,1518,382,-1
104,bus,0.72,4,1309,229,1456,379,-1,1309,229,1456,379,-1
104,person,0.63,1,2,232,96,491,-1,2,232,96,491,-1
104,car,0.84,3,1435,320,1519,382,-1,1435,320,1519,382,-1
105,bus,0.73,4,1308,229,1453,379,-1,1308,229,1453,379,-1
105,person,0.78,1,9,230,104,492,-1,9,230,104,492,-1
105,car,0.86,3,1435,320,1519,382,-1,1435,320,1519,382,-1
106,bus,0.73,4,1308,230,1450,379,-1,1308,230,1450,379,-1
106,person,0.76,1,19,229,114,491,-1,19,229,114,491,-1
106,car,0.88,3,1434,320,1519,382,-1,1434,320,1519,382,-1
107,bus,0.74,4,1308,232,1446,378,-1,1308,232,1446,378,-1
107,person,0.66,1,26,229,131,492,-1,26,229,131,492,-1
107,car,0.88,3,1433,320,1519,381,-1,1433,320,1519,381,-1
108,bus,0.74,4,1307,232,1445,378,-1,1307,232,1445,378,-1
108,person,0.66,1,30,229,147,491,-1,30,229,147,491,-1
108,car,0.85,3,1433,320,1519,381,-1,1433,320,1519,381,-1
109,bus,0.74,4,1304,232,1445,378,-1,1304,232,1445,378,-1
109,person,0.77,1,34,230,156,490,-1,34,230,156,490,-1
109,car,0.87,3,1431,320,1518,381,-1,1431,320,1518,381,-1
110,bus,0.75,4,1303,233,1443,377,-1,1303,233,1443,377,-1
110,person,0.76,1,38,232,164,488,-1,38,232,164,488,-1
110,car,0.87,3,1431,321,1518,381,-1,1431,321,1518,381,-1
111,bus,0.76,4,1301,233,1440,377,-1,1301,233,1440,377,-1
111,person,0.7,1,40,235,164,486,-1,40,235,164,486,-1
111,car,0.87,3,1430,321,1518,381,-1,1430,321,1518,381,-1
112,bus,0.76,4,1298,233,1437,377,-1,1298,233,1437,377,-1
112,person,0.6,1,40,239,169,487,-1,40,239,169,487,-1
112,car,0.86,3,1428,321,1517,381,-1,1428,321,1517,381,-1
113,bus,0.77,4,1297,234,1435,377,-1,1297,234,1435,377,-1
113,person,0.51,1,45,241,169,488,-1,45,241,169,488,-1
113,car,0.85,3,1428,321,1517,382,-1,1428,321,1517,382,-1
114,bus,0.78,4,1294,235,1434,377,-1,1294,235,1434,377,-1
114,person,0.29,1,51,240,170,490,-1,51,240,170,490,-1
114,car,0.84,3,1425,320,1517,382,-1,1425,320,1517,382,-1
115,bus,0.8,4,1294,235,1431,376,-1,1294,235,1431,376,-1
115,person,0.45,1,61,240,171,488,-1,61,240,171,488,-1
115,car,0.85,3,1424,321,1517,382,-1,1424,321,1517,382,-1
116,bus,0.79,4,1294,235,1430,374,-1,1294,235,1430,374,-1
116,person,0.39,1,74,239,172,485,-1,74,239,172,485,-1
116,car,0.81,3,1421,321,1517,382,-1,1421,321,1517,382,-1
117,bus,0.79,4,1292,236,1429,375,-1,1292,236,1429,375,-1
117,person,0.57,1,87,238,173,482,-1,87,238,173,482,-1
117,car,0.8,3,1420,320,1517,382,-1,1420,320,1517,382,-1
118,bus,0.8,4,1291,236,1428,374,-1,1291,236,1428,374,-1
118,person,0.61,1,95,238,174,481,-1,95,238,174,481,-1
118,car,0.76,3,1420,320,1516,382,-1,1420,320,1516,382,-1
119,bus,0.8,4,1291,237,1428,374,-1,1291,237,1428,374,-1
119,person,0.65,1,101,240,180,479,-1,101,240,180,479,-1
119,car,0.73,3,1418,321,1516,382,-1,1418,321,1516,382,-1
120,bus,0.8,4,1290,237,1427,374,-1,1290,237,1427,374,-1
120,person,0.69,1,107,240,184,478,-1,107,240,184,478,-1
120,car,0.78,3,1419,321,1517,382,-1,1419,321,1517,382,-1
121,bus,0.77,4,1290,238,1427,373,-1,1290,238,1427,373,-1
121,person,0.69,1,111,241,191,480,-1,111,241,191,480,-1
121,car,0.77,3,1417,321,1517,382,-1,1417,321,1517,382,-1
122,bus,0.75,4,1289,238,1427,373,-1,1289,238,1427,373,-1
122,person,0.67,1,113,242,200,479,-1,113,242,200,479,-1
122,car,0.82,3,1418,321,1517,382,-1,1418,321,1517,382,-1
123,bus,0.74,4,1289,239,1425,373,-1,1289,239,1425,373,-1
123,person,0.66,1,115,245,207,477,-1,115,245,207,477,-1
123,car,0.81,3,1420,321,1517,382,-1,1420,321,1517,382,-1
124,bus,0.75,4,1288,239,1423,373,-1,1288,239,1423,373,-1
124,person,0.66,1,116,248,213,477,-1,116,248,213,477,-1
124,car,0.8,3,1421,321,1517,382,-1,1421,321,1517,382,-1
125,bus,0.76,4,1289,239,1421,373,-1,1289,239,1421,373,-1
125,person,0.67,1,121,247,217,475,-1,121,247,217,475,-1
125,car,0.8,3,1422,322,1517,381,-1,1422,322,1517,381,-1
126,bus,0.75,4,1289,239,1419,372,-1,1289,239,1419,372,-1
126,person,0.66,1,125,242,221,475,-1,125,242,221,475,-1
126,car,0.81,3,1421,322,1516,381,-1,1421,322,1516,381,-1
127,bus,0.75,4,1289,239,1419,371,-1,1289,239,1419,371,-1
127,person,0.72,1,130,238,223,475,-1,130,238,223,475,-1
127,car,0.81,3,1422,322,1516,382,-1,1422,322,1516,382,-1
128,bus,0.75,4,1288,241,1416,371,-1,1288,241,1416,371,-1
128,person,0.75,1,141,244,226,474,-1,141,244,226,474,-1
128,car,0.78,3,1427,321,1516,381,-1,1427,321,1516,381,-1
129,bus,0.74,4,1288,241,1416,370,-1,1288,241,1416,370,-1
129,person,0.71,1,148,245,229,472,-1,148,245,229,472,-1
129,car,0.76,3,1431,321,1516,381,-1,1431,321,1516,381,-1
130,bus,0.72,4,1287,242,1415,369,-1,1287,242,1415,369,-1
130,person,0.7,1,156,244,233,471,-1,156,244,233,471,-1
130,car,0.8,3,1432,321,1516,381,-1,1432,321,1516,381,-1
131,bus,0.72,4,1287,241,1413,369,-1,1287,241,1413,369,-1
131,person,0.72,1,161,247,239,470,-1,161,247,239,470,-1
131,car,0.83,3,1430,321,1515,381,-1,1430,321,1515,381,-1
132,bus,0.72,4,1287,242,1411,368,-1,1287,242,1411,368,-1
132,person,0.71,1,167,246,245,470,-1,167,246,245,470,-1
132,car,0.84,3,1424,321,1515,381,-1,1424,321,1515,381,-1
133,bus,0.73,4,1287,244,1410,367,-1,1287,244,1410,367,-1
133,person,0.58,1,171,241,251,469,-1,171,241,251,469,-1
133,car,0.86,3,1424,321,1515,381,-1,1424,321,1515,381,-1
134,bus,0.72,4,1286,245,1410,367,-1,1286,245,1410,367,-1
134,person,0.51,1,178,240,259,467,-1,178,240,259,467,-1
134,car,0.86,3,1424,321,1514,382,-1,1424,321,1514,382,-1
135,bus,0.72,4,1287,246,1408,367,-1,1287,246,1408,367,-1
135,person,0.67,1,182,241,273,467,-1,182,241,273,467,-1
135,car,0.83,3,1424,321,1513,382,-1,1424,321,1513,382,-1
136,bus,0.71,4,1287,247,1408,367,-1,1287,247,1408,367,-1
136,person,0.72,1,185,246,279,468,-1,185,246,279,468,-1
136,car,0.83,3,1420,320,1513,382,-1,1420,320,1513,382,-1
137,bus,0.72,4,1286,247,1407,366,-1,1286,247,1407,366,-1
137,person,0.64,1,188,250,282,468,-1,188,250,282,468,-1
137,car,0.83,3,1420,320,1514,382,-1,1420,320,1514,382,-1
138,bus,0.71,4,1285,248,1405,367,-1,1285,248,1405,367,-1
138,person,0.67,1,191,256,284,469,-1,191,256,284,469,-1
138,car,0.85,3,1419,320,1514,382,-1,1419,320,1514,382,-1
139,bus,0.71,4,1284,249,1404,368,-1,1284,249,1404,368,-1
139,person,0.71,1,193,257,287,469,-1,193,257,287,469,-1
139,car,0.86,3,1419,321,1514,382,-1,1419,321,1514,382,-1
140,bus,0.7,4,1283,250,1403,367,-1,1283,250,1403,367,-1
140,person,0.71,1,196,262,288,469,-1,196,262,288,469,-1
140,car,0.87,3,1420,320,1515,382,-1,1420,320,1515,382,-1
141,bus,0.7,4,1282,250,1400,367,-1,1282,250,1400,367,-1
141,person,0.53,1,200,257,289,468,-1,200,257,289,468,-1
141,car,0.86,3,1420,321,1515,382,-1,1420,321,1515,382,-1
142,bus,0.7,4,1280,250,1397,367,-1,1280,250,1397,367,-1
142,person,0.5,1,205,255,290,467,-1,205,255,290,467,-1
142,car,0.84,3,1422,321,1514,381,-1,1422,321,1514,381,-1
143,bus,0.69,4,1279,250,1395,366,-1,1279,250,1395,366,-1
143,person,0.55,1,212,255,290,465,-1,212,255,290,465,-1
143,car,0.83,3,1423,321,1516,382,-1,1423,321,1516,382,-1
144,bus,0.69,4,1278,249,1393,365,-1,1278,249,1393,365,-1
144,person,0.57,1,221,248,292,464,-1,221,248,292,464,-1
144,car,0.83,3,1424,322,1516,382,-1,1424,322,1516,382,-1
145,bus,0.68,4,1277,249,1394,365,-1,1277,249,1394,365,-1
145,person,0.64,1,229,245,294,462,-1,229,245,294,462,-1
145,car,0.8,3,1425,322,1516,382,-1,1425,322,1516,382,-1
146,bus,0.67,4,1277,250,1392,365,-1,1277,250,1392,365,-1
146,person,0.6,1,233,244,296,461,-1,233,244,296,461,-1
146,car,0.8,3,1425,322,1515,381,-1,1425,322,1515,381,-1
147,bus,0.62,4,1276,250,1393,365,-1,1276,250,1393,365,-1
147,person,0.64,1,238,243,301,461,-1,238,243,301,461,-1
147,car,0.38,3,1425,322,1512,381,-1,1425,322,1512,381,-1
148,bus,0.56,4,1276,250,1392,365,-1,1276,250,1392,365,-1
148,person,0.72,1,241,244,306,461,-1,241,244,306,461,-1
148,car,0.12,3,1426,322,1510,380,-1,1426,322,1510,380,-1
149,bus,0.56,4,1276,250,1392,365,-1,1276,250,1392,365,-1
149,person,0.74,1,242,242,309,461,-1,242,242,309,461,-1
149,car,0.81,3,1426,322,1511,381,-1,1426,322,1511,381,-1
150,bus,0.58,4,1275,250,1390,364,-1,1275,250,1390,364,-1
150,person,0.76,1,243,246,316,461,-1,243,246,316,461,-1
150,car,0.8,3,1426,323,1511,381,-1,1426,323,1511,381,-1
151,bus,0.59,4,1274,250,1389,364,-1,1274,250,1389,364,-1
151,person,0.78,1,244,249,320,461,-1,244,249,320,461,-1
151,car,0.78,3,1426,323,1509,381,-1,1426,323,1509,381,-1
152,bus,0.56,4,1274,251,1386,364,-1,1274,251,1386,364,-1
152,person,0.83,1,244,251,323,460,-1,244,251,323,460,-1
152,car,0.8,3,1426,323,1508,381,-1,1426,323,1508,381,-1
153,bus,0.56,4,1274,251,1385,364,-1,1274,251,1385,364,-1
153,person,0.82,1,248,252,326,459,-1,248,252,326,459,-1
153,car,0.79,3,1425,323,1507,381,-1,1425,323,1507,381,-1
154,bus,0.54,4,1273,251,1384,362,-1,1273,251,1384,362,-1
154,person,0.78,1,251,256,330,459,-1,251,256,330,459,-1
154,car,0.75,3,1425,323,1505,381,-1,1425,323,1505,381,-1
155,bus,0.53,4,1272,251,1382,362,-1,1272,251,1382,362,-1
155,person,0.79,1,253,255,331,459,-1,253,255,331,459,-1
155,car,0.73,3,1425,323,1504,379,-1,1425,323,1504,379,-1
156,bus,0.52,4,1271,252,1381,362,-1,1271,252,1381,362,-1
156,person,0.76,1,260,253,334,452,-1,260,253,334,452,-1
156,car,0.8,3,1425,323,1508,378,-1,1425,323,1508,378,-1
157,bus,0.54,4,1270,252,1379,362,-1,1270,252,1379,362,-1
157,person,0.76,1,266,252,338,449,-1,266,252,338,449,-1
157,car,0.8,3,1424,323,1511,379,-1,1424,323,1511,379,-1
158,bus,0.57,4,1270,252,1378,362,-1,1270,252,1378,362,-1
158,person,0.71,1,275,246,343,450,-1,275,246,343,450,-1
158,car,0.79,3,1425,323,1512,379,-1,1425,323,1512,379,-1
159,bus,0.56,4,1271,252,1379,362,-1,1271,252,1379,362,-1
159,person,0.75,1,282,244,350,450,-1,282,244,350,450,-1
159,car,0.8,3,1425,323,1512,379,-1,1425,323,1512,379,-1
160,bus,0.55,4,1270,252,1379,362,-1,1270,252,1379,362,-1
160,person,0.79,1,289,245,355,451,-1,289,245,355,451,-1
